timestamp,reqNum
1543797220,1
1543797226,2
1543797229,1
1543797232,9
1543797233,11
1543797234,12
1543797235,12
1543797236,12
1543797237,12
1543797238,12
1543797239,12
1543797240,13
1543797241,13
1543797242,12
1543797243,13
1543797244,13
1543797245,12
1543797246,13
1543797247,13
1543797248,12
1543797249,13
1543797250,13
1543797251,13
1543797252,13
1543797253,13
1543797254,13
1543797255,12
1543797256,13
1543797257,12
1543797258,13
1543797259,12
1543797260,14
1543797261,13
1543797262,13
1543797263,12
1543797264,14
1543797265,10
1543797266,10
1543797267,13
1543797268,12
1543797269,12
1543797270,13
1543797271,13
1543797272,13
1543797273,12
1543797274,13
1543797275,13
1543797276,13
1543797277,13
1543797278,12
1543797279,14
1543797280,13
1543797281,13
1543797282,13
1543797283,13
1543797284,13
1543797285,12
1543797286,13
1543797287,13
1543797288,14
1543797289,13
1543797290,13
1543797291,13
1543797292,13
1543797293,13
1543797294,13
1543797295,12
1543797296,13
1543797297,13
1543797298,13
1543797299,14
1543797300,13
1543797301,12
1543797302,13
1543797303,12
1543797304,13
1543797305,12
1543797306,13
1543797307,13
1543797308,13
1543797309,13
1543797310,13
1543797311,11
1543797312,9
1543797313,12
1543797314,12
1543797315,12
1543797316,13
1543797317,12
1543797318,12
1543797319,12
1543797320,13
1543797321,12
1543797322,12
1543797323,13
1543797324,12
1543797325,13
1543797326,12
1543797327,13
1543797328,12
1543797329,13
1543797330,12
1543797331,13
1543797332,12
1543797333,13
1543797334,12
1543797335,13
1543797336,12
1543797337,13
1543797338,12
1543797339,13
1543797340,12
1543797341,13
1543797342,12
1543797343,12
1543797344,13
1543797345,12
1543797346,13
1543797347,13
1543797348,11
1543797349,13
1543797350,12
1543797351,15
1543797352,12
1543797353,11
1543797354,12
1543797355,60
1543797356,52
1543797357,48
1543797358,52
1543797359,48
1543797360,51
1543797361,45
1543797362,51
1543797363,58
1543797364,58
1543797365,44
1543797366,43
1543797367,39
1543797368,42
1543797369,53
1543797370,53
1543797371,65
1543797372,55
1543797373,65
1543797374,65
1543797375,63
1543797376,54
1543797377,56
1543797378,64
1543797379,65
1543797380,62
1543797381,64
1543797382,62
1543797383,48
1543797384,62
1543797385,63
1543797386,65
1543797387,62
1543797388,65
1543797389,62
1543797390,63
1543797391,64
1543797392,62
1543797393,63
1543797394,62
1543797395,67
1543797396,53
1543797397,59
1543797398,65
1543797399,64
1543797400,66
1543797401,63
1543797402,62
1543797403,64
1543797404,66
1543797405,61
1543797406,69
1543797407,69
1543797408,63
1543797409,68
1543797410,64
1543797411,51
1543797412,66
1543797413,68
1543797414,47
1543797415,65
1543797416,66
1543797417,67
1543797418,64
1543797419,68
1543797420,67
1543797421,66
1543797422,63
1543797423,64
1543797424,65
1543797425,63
1543797426,66
1543797427,62
1543797428,66
1543797429,67
1543797430,63
1543797431,66
1543797432,68
1543797433,69
1543797434,40
1543797435,67
1543797436,67
1543797437,69
1543797438,66
1543797439,62
1543797440,67
1543797441,69
1543797442,70
1543797443,58
1543797444,61
1543797445,57
1543797446,68
1543797447,58
1543797448,64
1543797449,55
1543797450,66
1543797451,67
1543797452,63
1543797453,66
1543797454,40
1543797455,62
1543797456,64
1543797457,66
1543797458,68
1543797459,45
1543797460,66
1543797461,69
1543797462,64
1543797463,71
1543797464,68
1543797465,65
1543797466,67
1543797467,68
1543797468,66
1543797469,66
1543797470,70
1543797471,69
1543797472,40
1543797473,19
1543797474,19
1543797475,18
1543797476,40
1543797477,67
1543797478,66
1543797479,67
1543797480,67
1543797481,62
1543797482,68
1543797483,70
1543797484,70
1543797485,64
1543797486,69
1543797487,67
1543797488,69
1543797489,64
1543797490,66
1543797491,69
1543797492,69
1543797493,66
1543797494,59
1543797495,66
1543797496,67
1543797497,64
1543797498,60
1543797499,55
1543797500,66
1543797501,65
1543797502,64
1543797503,62
1543797504,61
1543797505,66
1543797506,63
1543797507,61
1543797508,65
1543797509,66
1543797510,65
1543797511,65
1543797512,62
1543797513,66
1543797514,64
1543797515,65
1543797516,64
1543797517,63
1543797518,66
1543797519,66
1543797520,62
1543797521,63
1543797522,66
1543797523,63
1543797524,66
1543797525,64
1543797526,65
1543797527,65
1543797528,65
1543797529,61
1543797530,63
1543797531,68
1543797532,65
1543797533,66
1543797534,63
1543797535,66
1543797536,65
1543797537,64
1543797538,59
1543797539,66
1543797540,61
1543797541,67
1543797542,62
1543797543,63
1543797544,65
1543797545,65
1543797546,63
1543797547,60
1543797548,63
1543797549,65
1543797550,58
1543797551,52
1543797552,41
1543797553,35
1543797554,39
1543797555,38
1543797556,26
1543797557,26
1543797558,26
1543797559,26
1543797560,22
1543797561,13
1543797562,11
1543797563,62
1543797564,37
1543797565,40
1543797566,38
1543797567,49
1543797568,83
1543797569,130
1543797570,124
1543797571,120
1543797572,128
1543797573,123
1543797574,129
1543797575,124
1543797576,129
1543797577,126
1543797578,107
1543797579,134
1543797580,117
1543797581,133
1543797582,110
1543797583,77
1543797584,121
1543797585,113
