timestamp,reqNum,,
1543808300,190,,120
1543808301,205,,121
1543808302,243,,122
1543808303,216,,123
1543808304,216,,124
1543808305,210,,125
1543808306,241,,126
1543808307,202,,127
1543808308,193,,128
1543808309,240,,129
1543808310,234,,130
1543808311,65,,131
1543808312,224,,132
1543808313,234,,133
1543808314,247,,134
1543808315,213,,135
1543808316,181,,136
1543808317,277,,137
1543808318,256,,138
1543808319,201,,139
1543808320,259,,140
1543808321,254,,141
1543808322,234,,142
1543808323,183,,143
1543808324,229,,144
1543808325,279,,145
1543808326,237,,146
1543808327,241,,147
1543808328,257,,148
1543808329,237,,149
1543808330,204,,150
1543808331,210,,151
1543808332,155,,152
1543808333,274,,153
1543808334,271,,154
1543808335,282,,155
1543808336,186,,156
1543808337,276,,157
1543808338,229,,158
1543808339,238,,159
1543808340,242,,160
1543808341,259,,161
1543808342,241,,162
1543808343,292,,163
1543808344,296,,164
1543808345,303,,165
1543808346,267,,166
1543808347,284,,167
1543808348,95,,168
1543808349,87,,169
1543808350,258,,170
1543808351,278,,171
1543808352,291,,172
1543808353,256,,173
1543808354,247,,174
1543808355,268,,175
1543808356,243,,176
1543808357,220,,177
1543808358,261,,178
1543808359,211,,179
1543808360,256,,180
1543808361,290,,181
1543808362,209,,182
1543808363,107,,183
1543808364,71,,184
1543808365,223,,185
1543808366,280,,186
1543808367,289,,187
1543808368,283,,188
1543808369,301,,189
1543808370,317,,190
1543808371,306,,191
1543808372,159,,192
1543808373,174,,193
1543808374,260,,194
1543808375,331,,195
1543808376,319,,196
1543808377,326,,197
1543808378,304,,198
1543808379,225,,199
1543808380,287,,200
1543808381,294,,201
1543808382,263,,202
1543808383,333,,203
1543808384,308,,204
1543808385,337,,205
1543808386,329,,206
1543808387,132,,207
1543808388,312,,208
1543808389,323,,209
1543808390,188,,210
1543808391,265,,211
1543808392,295,,212
1543808393,264,,213
1543808394,296,,214
1543808395,80,,215
1543808396,248,,216
1543808397,326,,217
1543808398,300,,218
1543808399,329,,219
1543808400,325,,220
1543808401,185,,221
1543808402,221,,222
1543808403,279,,223
1543808404,308,,224
1543808405,270,,225
1543808406,266,,226
1543808407,279,,227
1543808408,322,,228
1543808409,318,,229
1543808410,315,,230
1543808411,182,,231
1543808412,114,,232
1543808413,192,,233
1543808414,258,,234
1543808415,307,,235
1543808416,228,,236
1543808417,267,,237
1543808418,296,,238
1543808419,321,,239
1543808420,294,,240
1543808421,233,,241
1543808422,280,,242
1543808423,276,,243
1543808424,282,,244
1543808425,281,,245
1543808426,317,,246
1543808427,292,,247
1543808428,261,,248
1543808429,252,,249
1543808430,314,,250
1543808431,303,,251
1543808432,237,,252
1543808433,237,,253
1543808434,243,,254
1543808435,291,,255
1543808436,300,,256
1543808437,288,,257
1543808438,260,,258
1543808439,320,,259
1543808440,304,,260
1543808441,246,,261
1543808442,288,,262
1543808443,259,,263
1543808444,290,,264
1543808445,276,,265
1543808446,291,,266
1543808447,297,,267
1543808448,316,,268
1543808449,339,,269
1543808450,193,,270
1543808451,146,,271
1543808452,318,,272
1543808453,4,,273
1543808454,256,,274
1543808455,337,,275
1543808456,190,,276
1543808457,311,,277
1543808458,308,,278
1543808459,294,,279
1543808460,255,,280
1543808461,242,,281
1543808462,250,,282
1543808463,321,,283
1543808464,292,,284
1543808465,294,,285
1543808466,232,,286
1543808467,268,,287
1543808468,313,,288
1543808469,254,,289
1543808470,20,,290
1543808471,166,,291
1543808472,313,,292
1543808473,317,,293
1543808474,331,,294
1543808475,325,,295
1543808476,329,,296
1543808477,331,,297
1543808478,173,,298
1543808479,127,,299
1543808480,295,,300
1543808481,265,,301
1543808482,313,,302
1543808483,333,,303
1543808484,245,,304
1543808485,295,,305
1543808486,121,,306
1543808487,188,,307
1543808488,318,,308
1543808489,140,,309
1543808490,268,,310
1543808491,142,,311
1543808492,207,,312
1543808493,135,,313
1543808494,152,,314
1543808495,206,,315
1543808496,288,,316
1543808497,300,,317
1543808498,310,,318
1543808499,264,,319
1543808500,299,,320
1543808501,287,,321
1543808502,294,,322
1543808503,346,,323
1543808504,276,,324
1543808505,321,,325
1543808506,306,,326
1543808507,125,,327
1543808508,274,,328
1543808509,328,,329
1543808510,334,,330
1543808511,158,,331
1543808512,232,,332
1543808513,306,,333
1543808514,331,,334
1543808515,330,,335
1543808516,233,,336
1543808517,308,,337
1543808518,315,,338
1543808519,315,,339
1543808520,327,,340
1543808521,312,,341
1543808522,151,,342
1543808523,23,,343
1543808524,153,,344
1543808525,82,,345
1543808526,263,,346
1543808527,295,,347
1543808528,285,,348
1543808529,317,,349
1543808530,275,,350
1543808531,332,,351
1543808532,323,,352
1543808533,165,,353
1543808534,309,,354
1543808535,274,,355
1543808536,216,,356
1543808537,259,,357
1543808538,284,,358
1543808539,295,,359
1543808540,259,,360
1543808541,236,,361
1543808542,261,,362
1543808543,322,,363
1543808544,301,,364
1543808545,295,,365
1543808546,231,,366
1543808547,325,,367
1543808548,270,,368
1543808549,149,,369
1543808550,40,,370
1543808551,222,,371
1543808552,225,,372
1543808553,197,,373
1543808554,229,,374
1543808555,310,,375
1543808556,292,,376
1543808557,230,,377
1543808558,326,,378
1543808559,311,,379
1543808560,338,,380
1543808561,297,,381
1543808562,345,,382
1543808563,37,,383
1543808564,150,,384
1543808565,196,,385
1543808566,194,,386
1543808567,228,,387
1543808568,219,,388
1543808569,257,,389
1543808570,298,,390
1543808571,309,,391
1543808572,291,,392
1543808573,312,,393
1543808574,330,,394
1543808575,203,,395
1543808576,255,,396
1543808577,337,,397
1543808578,286,,398
1543808579,301,,399
1543808580,270,,400
1543808581,309,,401
1543808582,267,,402
1543808584,13,,404
1543808585,308,,405
1543808586,202,,406
1543808587,263,,407
1543808588,318,,408
1543808589,242,,409
1543808590,310,,410
1543808591,251,,411
1543808592,279,,412
1543808593,322,,413
1543808594,320,,414
1543808595,269,,415
1543808596,299,,416
1543808597,303,,417
1543808598,285,,418
1543808599,324,,419
1543808600,332,,420
1543808601,260,,421
1543808602,362,,422
1543808603,317,,423
1543808604,209,,424
1543808605,233,,425
1543808606,312,,426
1543808607,296,,427
1543808608,292,,428
1543808609,222,,429
1543808610,268,,430
1543808611,300,,431
1543808612,344,,432
1543808613,259,,433
1543808614,273,,434
1543808615,294,,435
1543808616,282,,436
1543808617,312,,437
1543808618,308,,438
1543808619,295,,439
1543808620,277,,440
1543808621,84,,441
1543808622,304,,442
1543808623,270,,443
1543808624,241,,444
1543808625,309,,445
1543808626,314,,446
1543808627,285,,447
1543808628,253,,448
1543808629,311,,449
1543808630,261,,450
1543808631,307,,451
1543808632,220,,452
1543808634,95,,454
1543808635,85,,455
1543808636,279,,456
1543808637,311,,457
1543808638,276,,458
1543808639,296,,459
1543808640,264,,460
1543808641,277,,461
1543808642,253,,462
1543808643,241,,463
1543808644,220,,464
1543808645,196,,465
1543808646,131,,466
1543808647,110,,467
1543808648,36,,468
1543808649,20,,469
1543808650,274,,470
1543808651,326,,471
1543808652,320,,472
1543808653,312,,473
1543808654,351,,474
1543808655,343,,475
1543808656,325,,476
1543808657,320,,477
1543808658,332,,478
1543808659,316,,479
1543808660,359,,480
1543808661,363,,481
1543808662,331,,482
1543808663,307,,483
1543808664,365,,484
1543808665,288,,485
1543808666,291,,486
1543808667,367,,487
1543808668,340,,488
1543808669,359,,489
1543808670,199,,490
1543808671,329,,491
1543808672,339,,492
1543808673,280,,493
1543808674,227,,494
1543808675,332,,495
1543808676,281,,496
1543808677,225,,497
1543808678,344,,498
1543808679,337,,499
1543808680,202,,500
1543808682,326,,502
1543808683,373,,503
1543808684,345,,504
1543808685,394,,505
1543808686,328,,506
1543808687,288,,507
1543808688,355,,508
1543808689,394,,509
1543808690,348,,510
1543808691,309,,511
1543808692,339,,512
1543808693,361,,513
1543808694,282,,514
1543808695,305,,515
1543808696,315,,516
1543808697,259,,517
1543808698,277,,518
1543808699,222,,519
1543808700,250,,520
1543808701,269,,521
1543808702,217,,522
1543808703,150,,523
1543808705,65,,525
1543808706,304,,526
1543808707,318,,527
1543808708,332,,528
1543808709,286,,529
1543808710,314,,530
1543808711,307,,531
1543808712,311,,532
1543808713,345,,533
1543808714,299,,534
1543808715,308,,535
1543808716,374,,536
1543808717,236,,537
1543808718,181,,538
1543808719,158,,539
1543808720,153,,540
1543808721,195,,541
1543808722,293,,542
1543808723,335,,543
1543808724,271,,544
1543808725,336,,545
1543808726,295,,546
1543808727,323,,547
1543808728,230,,548
1543808729,186,,549
1543808731,57,,551
1543808732,174,,552
1543808733,335,,553
1543808734,338,,554
1543808735,343,,555
1543808736,332,,556
1543808737,333,,557
1543808738,346,,558
1543808739,245,,559
1543808740,335,,560
1543808741,330,,561
1543808742,186,,562
1543808743,222,,563
1543808744,191,,564
1543808745,319,,565
1543808746,232,,566
1543808747,228,,567
1543808748,254,,568
1543808749,345,,569
1543808750,334,,570
1543808751,310,,571
1543808752,355,,572
1543808753,314,,573
1543808754,287,,574
1543808756,8,,576
1543808757,348,,577
1543808758,269,,578
1543808759,249,,579
1543808760,311,,580
1543808761,325,,581
1543808762,366,,582
1543808763,314,,583
1543808764,216,,584
1543808765,328,,585
1543808766,366,,586
1543808767,316,,587
1543808768,366,,588
1543808769,301,,589
1543808772,331,,592
1543808773,285,,593
1543808774,322,,594
1543808775,335,,595
1543808776,296,,596
1543808777,254,,597
1543808778,280,,598
1543808779,370,,599
1543808780,249,,600
1543808781,304,,601
1543808782,350,,602
1543808783,324,,603
1543808784,367,,604
1543808785,335,,605
1543808786,189,,606
1543808787,205,,607
1543808788,297,,608
1543808789,323,,609
1543808790,318,,610
1543808791,313,,611
1543808792,328,,612
1543808793,355,,613
1543808794,355,,614
1543808795,323,,615
1543808796,149,,616
1543808798,20,,618
1543808799,25,,619
1543808801,71,,621
1543808802,214,,622
1543808803,322,,623
1543808804,325,,624
1543808805,310,,625
1543808806,338,,626
1543808807,320,,627
1543808808,380,,628
1543808809,319,,629
1543808810,377,,630
1543808811,318,,631
1543808812,320,,632
1543808813,159,,633
1543808814,70,,634
1543808815,311,,635
1543808816,182,,636
1543808817,246,,637
1543808818,275,,638
1543808819,233,,639
1543808820,306,,640
1543808821,291,,641
1543808822,349,,642
1543808823,327,,643
1543808824,265,,644
1543808825,343,,645
1543808826,339,,646
1543808827,331,,647
1543808828,321,,648
1543808829,187,,649
1543808831,62,,651
1543808832,342,,652
1543808833,346,,653
1543808834,315,,654
1543808835,317,,655
1543808836,319,,656
1543808837,333,,657
1543808838,365,,658
1543808839,315,,659
1543808840,352,,660
1543808841,308,,661
1543808842,98,,662
1543808844,144,,664
1543808845,275,,665
1543808846,329,,666
1543808847,334,,667
1543808848,315,,668
1543808849,328,,669
1543808850,348,,670
1543808851,319,,671
1543808852,325,,672
1543808853,360,,673
1543808854,324,,674
1543808855,84,,675
1543808856,308,,676
1543808857,335,,677
1543808858,283,,678
1543808859,306,,679
1543808860,301,,680
1543808861,331,,681
1543808862,317,,682
1543808863,298,,683
1543808864,345,,684
1543808865,345,,685
1543808866,294,,686
1543808867,339,,687
1543808868,328,,688
1543808869,332,,689
1543808870,335,,690
1543808871,328,,691
1543808872,339,,692
1543808873,344,,693
1543808874,221,,694
1543808877,228,,697
1543808878,337,,698
1543808879,344,,699
1543808880,322,,700
1543808881,346,,701
1543808882,305,,702
1543808883,348,,703
1543808884,334,,704
1543808885,188,,705
1543808886,106,,706
1543808887,290,,707
1543808888,316,,708
1543808889,307,,709
1543808890,316,,710
1543808891,323,,711
1543808892,304,,712
1543808893,258,,713
1543808894,276,,714
1543808895,320,,715
1543808896,276,,716
1543808897,252,,717
1543808898,288,,718
1543808899,236,,719
1543808900,355,,720
1543808901,256,,721
1543808902,311,,722
1543808903,197,,723
1543808904,261,,724
1543808905,331,,725
1543808906,306,,726
1543808907,324,,727
1543808908,280,,728
1543808909,329,,729
1543808910,316,,730
1543808911,339,,731
1543808912,6,,732
1543808914,149,,734
1543808915,288,,735
1543808916,354,,736
1543808917,322,,737
1543808918,297,,738
1543808919,322,,739
1543808920,321,,740
1543808921,312,,741
1543808922,262,,742
1543808923,351,,743
1543808924,310,,744
1543808925,280,,745
1543808926,336,,746
1543808927,260,,747
1543808928,247,,748
1543808929,344,,749
1543808930,323,,750
1543808931,276,,751
1543808932,323,,752
1543808933,285,,753
1543808934,341,,754
1543808935,296,,755
1543808936,302,,756
1543808937,290,,757
1543808938,200,,758
1543808939,223,,759
1543808941,165,,761
1543808942,278,,762
1543808943,233,,763
1543808944,337,,764
1543808945,303,,765
1543808946,228,,766
1543808947,307,,767
1543808948,358,,768
1543808949,324,,769
1543808950,327,,770
1543808951,334,,771
1543808952,350,,772
1543808953,336,,773
1543808954,104,,774
1543808955,348,,775
1543808956,292,,776
1543808957,301,,777
1543808958,358,,778
1543808959,301,,779
1543808960,350,,780
1543808961,342,,781
1543808962,231,,782
1543808963,176,,783
1543808964,357,,784
1543808965,317,,785
1543808966,331,,786
1543808967,319,,787
1543808968,319,,788
1543808969,336,,789
1543808970,330,,790
1543808971,318,,791
1543808972,264,,792
1543808973,257,,793
1543808975,138,,795
1543808976,291,,796
1543808977,223,,797
1543808978,203,,798
1543808979,103,,799
1543808980,311,,800
1543808981,221,,801
1543808982,316,,802
1543808983,337,,803
1543808984,350,,804
1543808985,101,,805
1543808986,270,,806
1543808987,336,,807
1543808988,297,,808
1543808989,308,,809
1543808990,353,,810
1543808991,341,,811
1543808992,328,,812
1543808993,161,,813
1543808994,358,,814
1543808995,340,,815
1543808996,325,,816
1543808997,332,,817
1543808998,330,,818
1543808999,87,,819
1543809000,336,,820
1543809001,292,,821
1543809003,131,,823
1543809004,318,,824
1543809005,341,,825
1543809006,296,,826
1543809007,313,,827
1543809008,338,,828
1543809009,319,,829
1543809010,370,,830
1543809011,339,,831
1543809012,323,,832
1543809013,323,,833
1543809014,242,,834
1543809016,48,,836
1543809017,302,,837
1543809018,248,,838
1543809019,340,,839
1543809020,310,,840
1543809021,339,,841
1543809022,283,,842
1543809023,245,,843
1543809024,328,,844
1543809025,350,,845
1543809026,316,,846
1543809027,321,,847
1543809028,214,,848
1543809029,291,,849
1543809030,323,,850
1543809031,298,,851
1543809032,347,,852
1543809033,301,,853
1543809034,347,,854
1543809035,304,,855
1543809036,30,,856
1543809037,68,,857
1543809038,341,,858
1543809039,244,,859
1543809040,201,,860
1543809041,302,,861
1543809042,296,,862
1543809043,68,,863
1543809044,360,,864
1543809045,333,,865
1543809046,316,,866
1543809047,367,,867
1543809048,340,,868
1543809049,316,,869
1543809050,217,,870
1543809051,307,,871
1543809052,321,,872
1543809053,378,,873
1543809054,283,,874
1543809055,352,,875
1543809056,286,,876
1543809057,180,,877
1543809058,313,,878
1543809059,332,,879
1543809060,372,,880
1543809061,193,,881
1543809062,147,,882
1543809063,337,,883
1543809064,148,,884
1543809066,71,,886
1543809067,322,,887
1543809068,285,,888
1543809069,232,,889
1543809070,229,,890
1543809071,282,,891
1543809072,275,,892
1543809073,274,,893
1543809074,265,,894
1543809075,294,,895
1543809076,257,,896
1543809077,361,,897
1543809078,199,,898
1543809079,278,,899
1543809080,273,,900
1543809081,345,,901
1543809082,325,,902
1543809083,318,,903
1543809084,319,,904
1543809085,267,,905
1543809086,273,,906
1543809087,329,,907
1543809088,312,,908
1543809089,313,,909
1543809090,321,,910
1543809091,298,,911
1543809092,323,,912
1543809093,342,,913
1543809094,333,,914
1543809095,318,,915
1543809096,326,,916
1543809097,302,,917
1543809098,236,,918
1543809099,354,,919
1543809100,341,,920
1543809101,336,,921
1543809102,173,,922
1543809103,112,,923
1543809104,165,,924
1543809105,64,,925
1543809106,248,,926
1543809107,293,,927
1543809108,339,,928
1543809109,275,,929
1543809110,210,,930
1543809111,124,,931
1543809112,157,,932
1543809113,173,,933
1543809114,239,,934
1543809115,223,,935
1543809116,286,,936
1543809117,270,,937
1543809118,249,,938
1543809119,256,,939
1543809120,268,,940
1543809121,208,,941
1543809122,231,,942
1543809123,257,,943
1543809124,243,,944
1543809125,266,,945
1543809126,283,,946
1543809127,262,,947
1543809129,98,,949
1543809130,284,,950
1543809131,301,,951
1543809132,281,,952
1543809133,337,,953
1543809134,323,,954
1543809135,325,,955
1543809136,330,,956
1543809137,335,,957
1543809138,330,,958
1543809139,316,,959
1543809140,344,,960
1543809141,264,,961
1543809142,218,,962
1543809143,226,,963
1543809144,239,,964
1543809145,292,,965
1543809146,330,,966
1543809147,331,,967
1543809148,288,,968
1543809149,357,,969
1543809150,163,,970
1543809152,51,,972
1543809153,330,,973
1543809154,308,,974
1543809155,288,,975
1543809156,288,,976
1543809157,332,,977
1543809158,302,,978
1543809159,332,,979
1543809160,291,,980
1543809161,333,,981
1543809162,255,,982
1543809163,331,,983
1543809164,315,,984
1543809165,306,,985
1543809166,13,,986
1543809167,95,,987
1543809168,238,,988
1543809169,199,,989
1543809170,324,,990
1543809171,223,,991
1543809172,254,,992
1543809173,248,,993
1543809174,244,,994
1543809175,245,,995
1543809176,319,,996
1543809177,259,,997
1543809178,210,,998
1543809181,289,,1001
1543809182,285,,1002
1543809183,295,,1003
1543809184,294,,1004
1543809185,315,,1005
1543809186,370,,1006
1543809187,316,,1007
1543809188,343,,1008
1543809189,327,,1009
1543809190,331,,1010
1543809191,330,,1011
1543809192,341,,1012
1543809193,208,,1013
1543809195,184,,1015
1543809196,295,,1016
1543809197,317,,1017
1543809198,292,,1018
1543809199,291,,1019
1543809200,312,,1020
1543809201,357,,1021
1543809202,344,,1022
1543809203,307,,1023
1543809204,302,,1024
1543809205,304,,1025
1543809206,289,,1026
1543809207,307,,1027
1543809208,326,,1028
1543809209,333,,1029
1543809210,352,,1030
1543809211,335,,1031
1543809212,321,,1032
1543809213,338,,1033
1543809214,331,,1034
1543809215,199,,1035
1543809216,312,,1036
1543809217,41,,1037
1543809218,49,,1038
1543809219,87,,1039
1543809221,227,,1041
1543809222,207,,1042
1543809223,271,,1043
1543809224,276,,1044
1543809225,256,,1045
1543809226,278,,1046
1543809227,271,,1047
1543809228,289,,1048
1543809229,324,,1049
1543809230,298,,1050
1543809231,288,,1051
1543809232,283,,1052
1543809233,325,,1053
1543809234,125,,1054
1543809235,259,,1055
1543809236,268,,1056
1543809237,204,,1057
1543809238,305,,1058
1543809239,228,,1059
1543809240,266,,1060
1543809241,137,,1061
1543809242,300,,1062
1543809243,301,,1063
1543809244,210,,1064
1543809245,320,,1065
1543809246,55,,1066
1543809249,257,,1069
1543809250,202,,1070
1543809251,194,,1071
1543809252,241,,1072
1543809253,245,,1073
1543809254,311,,1074
1543809255,364,,1075
1543809256,313,,1076
1543809257,354,,1077
1543809258,315,,1078
1543809259,233,,1079
1543809261,190,,1081
1543809262,329,,1082
1543809263,285,,1083
1543809264,300,,1084
1543809265,237,,1085
1543809266,316,,1086
1543809267,312,,1087
1543809268,296,,1088
1543809269,271,,1089
1543809270,311,,1090
1543809271,299,,1091
1543809272,319,,1092
1543809273,324,,1093
1543809274,322,,1094
1543809275,287,,1095
1543809276,277,,1096
1543809277,290,,1097
1543809278,311,,1098
1543809279,281,,1099
1543809280,107,,1100
1543809281,295,,1101
1543809282,291,,1102
1543809283,229,,1103
1543809287,35,,1107
1543809288,259,,1108
1543809289,95,,1109
1543809290,181,,1110
1543809291,346,,1111
1543809292,305,,1112
1543809293,340,,1113
1543809294,291,,1114
1543809295,246,,1115
1543809296,296,,1116
1543809297,305,,1117
1543809298,268,,1118
1543809299,305,,1119
1543809300,275,,1120
1543809301,316,,1121
1543809302,265,,1122
1543809303,305,,1123
1543809304,270,,1124
1543809305,273,,1125
1543809306,149,,1126
1543809307,329,,1127
1543809308,338,,1128
1543809309,315,,1129
1543809310,209,,1130
1543809311,301,,1131
1543809312,314,,1132
1543809313,339,,1133
1543809314,288,,1134
1543809315,281,,1135
1543809316,323,,1136
1543809317,338,,1137
1543809318,270,,1138
1543809319,334,,1139
1543809320,331,,1140
1543809321,301,,1141
1543809322,344,,1142
1543809323,305,,1143
1543809324,312,,1144
1543809325,227,,1145
1543809327,242,,1147
1543809328,276,,1148
1543809329,241,,1149
1543809330,318,,1150
1543809331,330,,1151
1543809332,318,,1152
1543809333,235,,1153
1543809334,359,,1154
1543809335,211,,1155
1543809336,322,,1156
1543809337,317,,1157
1543809338,325,,1158
1543809339,313,,1159
1543809340,328,,1160
1543809341,274,,1161
1543809342,352,,1162
1543809343,313,,1163
1543809344,240,,1164
1543809345,338,,1165
1543809346,319,,1166
1543809347,333,,1167
1543809348,305,,1168
1543809349,300,,1169
1543809350,240,,1170
1543809351,311,,1171
1543809352,277,,1172
1543809353,336,,1173
1543809354,251,,1174
1543809355,294,,1175
1543809356,274,,1176
1543809357,269,,1177
1543809358,315,,1178
1543809359,271,,1179
1543809360,254,,1180
1543809361,298,,1181
1543809362,325,,1182
1543809363,331,,1183
1543809364,226,,1184
1543809365,353,,1185
1543809366,317,,1186
1543809367,331,,1187
1543809368,328,,1188
1543809369,202,,1189
1543809370,198,,1190
1543809371,224,,1191
1543809372,282,,1192
1543809373,301,,1193
1543809374,261,,1194
1543809375,294,,1195
1543809376,192,,1196
1543809377,348,,1197
1543809378,281,,1198
1543809379,268,,1199
1543809380,295,,1200
1543809381,244,,1201
1543809382,341,,1202
1543809383,278,,1203
1543809384,266,,1204
1543809385,233,,1205
1543809386,286,,1206
1543809387,342,,1207
1543809388,306,,1208
1543809389,298,,1209
1543809390,316,,1210
1543809391,209,,1211
1543809392,304,,1212
1543809393,324,,1213
1543809394,314,,1214
1543809395,302,,1215
1543809396,305,,1216
1543809397,235,,1217
1543809398,263,,1218
1543809399,343,,1219
1543809400,284,,1220
1543809401,291,,1221
1543809402,234,,1222
1543809403,254,,1223
1543809404,298,,1224
1543809405,254,,1225
1543809406,319,,1226
1543809407,314,,1227
1543809408,288,,1228
1543809409,289,,1229
1543809410,290,,1230
1543809411,308,,1231
1543809412,311,,1232
1543809413,281,,1233
1543809414,283,,1234
1543809415,268,,1235
1543809416,302,,1236
1543809417,327,,1237
1543809418,297,,1238
1543809419,268,,1239
1543809420,130,,1240
1543809421,203,,1241
1543809422,272,,1242
1543809423,258,,1243
1543809424,341,,1244
1543809425,276,,1245
1543809426,289,,1246
1543809427,287,,1247
1543809428,246,,1248
1543809429,293,,1249
1543809430,326,,1250
1543809431,297,,1251
1543809432,252,,1252
1543809433,293,,1253
1543809434,286,,1254
1543809435,310,,1255
1543809436,347,,1256
1543809437,260,,1257
1543809438,288,,1258
1543809439,300,,1259
1543809440,208,,1260
1543809441,312,,1261
1543809442,266,,1262
1543809443,181,,1263
1543809444,300,,1264
1543809445,334,,1265
1543809446,279,,1266
1543809447,260,,1267
1543809448,307,,1268
1543809449,329,,1269
1543809450,327,,1270
1543809451,289,,1271
1543809452,236,,1272
1543809453,294,,1273
1543809454,266,,1274
1543809455,311,,1275
1543809456,254,,1276
1543809457,283,,1277
1543809458,281,,1278
1543809459,292,,1279
1543809460,206,,1280
1543809461,232,,1281
1543809462,262,,1282
1543809463,233,,1283
1543809464,278,,1284
1543809465,243,,1285
1543809466,325,,1286
1543809467,282,,1287
1543809468,331,,1288
1543809469,361,,1289
1543809470,360,,1290
1543809471,292,,1291
1543809472,371,,1292
1543809473,307,,1293
1543809474,236,,1294
1543809475,245,,1295
1543809476,235,,1296
1543809477,275,,1297
1543809478,361,,1298
1543809479,309,,1299
1543809480,313,,1300
1543809481,308,,1301
1543809482,296,,1302
1543809483,329,,1303
1543809484,296,,1304
1543809485,353,,1305
1543809486,290,,1306
1543809487,350,,1307
1543809488,350,,1308
1543809489,334,,1309
1543809490,276,,1310
1543809491,368,,1311
1543809492,306,,1312
1543809493,323,,1313
1543809494,334,,1314
1543809495,324,,1315
1543809496,340,,1316
1543809497,325,,1317
1543809498,336,,1318
1543809499,288,,1319
1543809500,383,,1320
1543809501,287,,1321
1543809502,333,,1322
1543809503,321,,1323
1543809504,288,,1324
1543809505,294,,1325
1543809506,335,,1326
1543809507,356,,1327
1543809508,234,,1328
1543809509,310,,1329
1543809510,321,,1330
1543809511,296,,1331
1543809512,242,,1332
1543809513,332,,1333
1543809514,287,,1334
1543809515,218,,1335
1543809516,186,,1336
1543809517,203,,1337
1543809518,159,,1338
1543809519,236,,1339
1543809520,245,,1340
1543809521,177,,1341
1543809522,224,,1342
1543809523,247,,1343
1543809524,273,,1344
1543809525,358,,1345
1543809526,337,,1346
1543809527,282,,1347
1543809528,266,,1348
1543809529,202,,1349
1543809530,231,,1350
1543809531,259,,1351
1543809532,234,,1352
1543809533,209,,1353
1543809534,294,,1354
1543809535,284,,1355
1543809536,249,,1356
1543809537,187,,1357
1543809538,258,,1358
1543809539,237,,1359
1543809540,252,,1360
1543809541,204,,1361
1543809542,313,,1362
1543809543,346,,1363
1543809544,266,,1364
1543809545,339,,1365
1543809546,297,,1366
1543809547,308,,1367
1543809548,317,,1368
1543809549,280,,1369
1543809550,329,,1370
1543809551,346,,1371
1543809552,336,,1372
1543809553,346,,1373
1543809554,262,,1374
1543809555,258,,1375
1543809556,270,,1376
1543809557,256,,1377
1543809558,263,,1378
1543809559,255,,1379
1543809560,326,,1380
1543809561,282,,1381
1543809562,239,,1382
1543809563,245,,1383
1543809564,241,,1384
1543809565,306,,1385
1543809566,258,,1386
1543809567,284,,1387
1543809568,311,,1388
1543809569,290,,1389
1543809570,284,,1390
1543809571,207,,1391
1543809572,235,,1392
